Player,Team,Games Played,Points,Points / Game,Touchdowns,Passing Touchdowns,Rushing Touchdowns,Receiving Touchdowns,Kicking Points,Field Goals Made,Extra Points Made,Total Kick and Punt Return Touchdowns,Kick Return Touchdowns,Punt Return Touchdowns,Interception Touchdowns,Fumble Recovery Touchdowns,Safeties,Two Point Conversions
"Long, Kyle",CHI,15,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Miller, Gabe",WSH,7,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Mills, Jordan",CHI,13,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Washington, Cornelius",CHI,13,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Way, Tress",WSH,16,0,0.0,0,0,0,-,0,0,0,-,-,-,-,-,-,0
"Wilson, C.J.",TB,2,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"DiManche, Jayson",CIN,12,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Eifert, Tyler",CIN,1,0,0.0,0,-,-,0,-,-,-,-,-,-,-,-,-,0
"Hawkinson, Tanner",CIN,3,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Hunt, Margus",CIN,12,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Johnson, T.J.",CIN,4,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"McCalebb, Onterio",CIN,1,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Porter, Sean",CIN,1,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Prater, Shaun",MIN,10,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Williams, Shawn",CIN,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Aubrey, Josh",HOU,2,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Gilkey, Garrett",TB,16,0,0.0,0,0,0,-,-,-,-,-,-,-,-,-,-,0
"Hazel, Paul",NYG,4,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Lanning, Spencer",CLE,16,0,0.0,0,-,-,-,0,0,0,-,-,-,-,-,-,0
"Martin, Eric",CLE,13,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"McFadden, Leon",SF,7,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Mingo, Barkevious",CLE,15,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Schmidt, Colton",BUF,16,0,0.0,0,-,-,-,0,0,0,-,-,-,-,-,-,0
"Staples, Justin",TEN,6,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Frederick, Travis",DAL,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Hamilton, Jakar",DAL,1,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Heath, Jeff",DAL,14,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Lawrence, Cameron",DAL,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Leary, Ronald",DAL,15,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Magee, Brandon",TB,9,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Pellerin, Micah",DAL,3,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Webb, B.W.",PIT,11,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Wilcox, J.J.",DAL,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Cornick, Paul",DEN,12,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Garland, Ben",DEN,8,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"King, Tavarres",TB,2,0,0.0,0,-,-,0,-,-,-,-,-,-,-,-,-,0
"McCray, Lerentee",DEN,13,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Painter, Vinston",CLE,3,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Robinson, Gerell",[],3,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Smith, Quanterus",DEN,15,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Webster, Kayvon",DEN,12,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Williams, Sylvester",DEN,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Ansah, Ezekiel",DET,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Keyton, Darren",DET,1,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Martin, Sam",DET,16,0,0.0,0,0,-,-,0,0,0,-,-,-,-,-,-,0
"Slay, Darius",DET,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Taylor, Devin",DET,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Waddle, LaAdrian",DET,10,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Warford, Larry",DET,13,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Bakhtiari, David",GB,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Banjo, Chris",GB,3,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Barrington, Sam",GB,14,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Boyd, Josh",GB,15,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Dorsey, Kevin",GB,3,0,0.0,0,-,-,0,-,-,-,-,-,-,-,-,-,0
"Gerhart, Garth",GB,2,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Jones, Datone",GB,13,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Lewis, Patrick",SEA,6,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Mulumba, Andy",GB,2,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Taylor, Lane",GB,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Tretter, J.C.",GB,8,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Charles, Stefan",BUF,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Edwards, Lavar",DAL,4,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Gooden, Zaviar",TEN,15,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Ross, Rashad",CHI,2,0,0.0,0,-,-,-,-,-,-,0,0,0,-,-,-,0
"Schwenke, Brian",TEN,11,0,0.0,0,-,-,0,-,-,-,-,-,-,-,-,-,0
"Stafford, Daimion",TEN,15,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Warmack, Chance",TEN,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Wooten, Khalid",TEN,3,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Wreh-Wilson, Blidi",TEN,11,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Chapman, Josh",IND,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Holmes, Khaled",IND,5,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Hughes, Montori",IND,12,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"McNary, Josh",IND,15,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Thornton, Hugh",IND,10,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Werner, Bjoern",IND,15,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Whalen, Griff",IND,10,0,0.0,0,-,-,0,-,-,-,0,0,0,-,-,-,0
"Williams, Kerwynn",ARZ,5,0,0.0,0,-,0,0,-,-,-,-,-,-,-,-,-,0
"Fisher, Eric",KC,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Hammond Jr., Frankie",KC,16,0,0.0,0,-,-,0,-,-,-,0,0,0,-,-,-,0
"Johnson, Nico",CIN,11,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Martin, Josh",KC,14,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"McDougald, Bradley",TB,15,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Parks, Terrance",SEA,1,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Richardson, Rico",TEN,1,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Bair, Brandon",PHI,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Bass, David",CHI,8,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Casey, Chance",OAK,2,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Hayden, DJ",OAK,10,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"King, Marquette",OAK,16,0,0.0,0,-,-,-,0,0,0,-,-,-,-,-,-,0
"McGee, Stacy",OAK,11,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Tandy, Keith",TB,15,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Cousins, Kirk",WSH,6,0,0.0,0,10,0,-,-,-,-,-,-,-,-,-,-,0
"Jenkins, Jarvis",WSH,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"LeRibeus, Josh",WSH,7,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Robinson, Aldrick",WSH,5,0,0.0,0,-,-,0,-,-,-,-,-,-,-,-,-,0
"Robinson, Keenan",WSH,13,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Alexander, Frank",CAR,1,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Chandler, Nate",CAR,11,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Kuechly, Luke",CAR,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Norman, Josh",CAR,14,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Nortman, Brad",CAR,16,0,0.0,0,-,-,-,0,0,0,-,-,-,-,-,-,0
"Silatolu, Amini",CAR,7,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Anger, Bryan",JAX,16,0,0.0,0,0,-,-,0,0,0,-,-,-,-,-,-,0
"Blake, Antwon",PIT,16,0,0.0,0,-,-,0,-,-,-,-,-,-,0,0,0,0
"Branch, Andre",JAX,9,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Brown, Mike",JAX,5,0,0.0,0,-,-,0,-,-,-,0,0,0,-,-,-,0
"Davis, Ryan",JAX,16,0,0.0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
"Harris, Mike",NYG,5,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Marshall, Brandon",DEN,14,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Pasztor, Austin",JAX,8,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Ta'ufo'ou, Will",JAX,16,0,0.0,0,-,-,0,-,-,-,-,-,-,-,-,-,0
"Gradkowski, Gino",BAL,8,0,0.0,0,-,0,-,-,-,-,-,-,-,-,-,-,0
"Jackson, Asa",BAL,7,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Levine, Anthony",BAL,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Osemele, Kelechi",BAL,14,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Thompson, Deonte",BUF,1,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Tyson, DeAngelo",BAL,11,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Upshaw, Courtney",BAL,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Brooks, Brandon",HOU,15,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Crick, Jared",HOU,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Jones, Ben",HOU,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Martin, Keshawn",HOU,16,0,0.0,0,-,-,0,-,-,-,0,0,0,-,-,-,0
"Mercilus, Whitney",HOU,15,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Pleasant, Eddie",HOU,14,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Posey, DeVier",HOU,1,0,0.0,0,-,-,0,-,-,-,-,-,-,-,-,-,0
"Freeman, Jerrell",IND,12,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Williams, Teddy",[],7,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Bilukidi, Christo",BAL,4,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Morgan, Joseph",NO,5,0,0.0,0,-,0,0,-,-,-,-,-,-,-,-,-,0
"Harrison, Damon",NYJ,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Bethel, Justin",ARZ,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Stanford, Julian",DET,14,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Alford, Robert",ATL,10,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Bartu, Joplo",ATL,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Goodman, Malliciah",ATL,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Gunn, Harland",ATL,10,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Jones, Terren",TEN,1,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Maponga, Stansly",ATL,12,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Schraeder, Ryan",ATL,13,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Thompson, Peyton",JAX,2,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"McGloin, Matt",OAK,1,0,0.0,0,1,0,-,-,-,-,-,-,-,-,-,-,0
"Moore, Sio",OAK,11,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Thomas, Chase",SF,5,0,0.0,0,-,-,-,-,-,-,0,0,0,-,-,-,0
"Watson, Menelik",OAK,12,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Armstrong, Ray-Ray",[],15,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Bates, Daren",STL,14,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Davis, Austin",STL,10,0,0.0,0,12,0,-,-,-,-,-,-,-,-,-,-,0
"Davis, Cody",STL,15,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Jones, Barrett",STL,7,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"McDonald, T.J.",STL,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"McGee, Brandon",STL,2,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Ogletree, Alec",STL,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Reynolds, Chase",STL,15,0,0.0,0,-,-,-,-,-,-,0,0,0,-,-,-,0
"Adams, Jeff",HOU,2,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Barker, Chris",NE,1,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Davis, Will",MIA,10,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Jenkins, Jelani",MIA,15,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Jones, Don",[],13,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Jordan, Dion",MIA,10,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Kovacs, Jordan",MIA,8,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"McCray, Kelcie",KC,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"McDonald, Andrew",SEA,2,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Taylor, Jamar",MIA,12,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Thomas, Dallas",MIA,14,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Baca, Jeff",SD,1,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Banyard, Joe",MIN,15,0,0.0,0,-,0,0,-,-,-,0,0,0,-,-,-,0
"Floyd, Sharrif",MIN,14,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Line, Zach",MIN,1,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Locke, Jeff",MIN,16,0,0.0,0,-,-,-,0,0,0,-,-,-,-,-,-,0
"Mauti, Michael",MIN,9,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Rhodes, Xavier",MIN,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Smith, Rodney",[],4,0,0.0,0,-,-,0,-,-,-,-,-,-,-,-,-,0
"Allen, Ryan",NE,16,0,0.0,0,-,-,-,0,0,0,-,-,-,-,-,-,0
"Beauharnais, Steve",WSH,3,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Boyce, Josh",NE,1,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Buchanan, Michael",NE,3,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Collins, Jamie",NE,15,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Davis, Ja'Gared",[],6,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Dobson, Aaron",NE,4,0,0.0,0,-,-,0,-,-,-,-,-,-,-,-,-,0
"Harmon, Duron",NE,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Kline, Josh",NE,12,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Ryan, Logan",NE,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Sudfeld, Zach",NYJ,16,0,0.0,0,-,-,0,-,-,-,0,0,0,-,-,-,0
"Thompkins, Kenbrell",[],14,0,0.0,0,-,0,0,-,-,-,0,0,0,-,-,-,0
"Vellano, Joe",NE,5,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Winn, George",DET,12,0,0.0,0,-,0,0,-,-,-,0,0,0,-,-,-,0
"Armstead, Terron",NO,14,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Foster, Glenn",NO,5,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Hakim, Saalim",NYJ,16,0,0.0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
"Jenkins, John",NO,12,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Williams, Vince",PIT,16,0,0.0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
"Addae, Jahleel",SD,11,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Baker, Edwin",NO,3,0,0.0,0,-,0,-,-,-,-,-,-,-,-,-,-,0
"Cromartie, Marcus",SF,3,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Fluker, D.J.",SD,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Okoro, Kenny",WSH,2,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Te'o, Manti",SD,10,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Troutman, Johnnie",SD,15,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Williams, Steve",SD,13,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Williams, Tourek",SD,15,0,0.0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
"Carradine, Tank",SF,9,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Cooper, Marcus",KC,13,0,0.0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
"Dial, Quinton",SF,14,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Fleming, Darius",NE,5,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Gray, MarQueis",[],13,0,0.0,0,-,-,0,-,-,-,0,0,0,-,-,-,0
"Lemonier, Corey",SF,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Looney, Joe",SF,15,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"McDermott, Kevin",BAL,7,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"McDonald, Vance",SF,8,0,0.0,0,-,-,0,-,-,-,-,-,-,-,-,-,0
"Moody, Nick",SF,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Morris, Darryl",HOU,11,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Omameh, Patrick",TB,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Patton, Quinton",SF,4,0,0.0,0,-,0,0,-,-,-,0,0,0,-,-,-,0
"Purcell, Mike",SF,2,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Reid, Eric",SF,15,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Rose, Lowell",MIA,5,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Stupar, Nate",ATL,15,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Thomas, Michael",MIA,8,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Wiggins, Kenny",SD,1,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Bailey, Alvin",SEA,14,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Bates, Phil",SEA,1,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Boatright, Kenneth",DAL,1,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Fenner, Chandler",NYG,11,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Hill, Jordan",SEA,13,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Law, Cordarro",SD,3,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Mayowa, Benson",OAK,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Michael, Christine",SEA,10,0,0.0,0,-,0,0,-,-,-,-,-,-,-,-,-,0
"Person, Mike",STL,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Powell, Ty",BUF,14,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Seymour, Ryan",CLE,11,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Shead, Deshawn",SEA,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Simon, Tharold",SEA,10,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Toomer, Korey",[],8,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Baker, Sean",ATL,5,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"DePaola, Andrew",TB,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Gholston, William",TB,15,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Glennon, Mike",TB,6,0,0.0,0,10,0,-,-,-,-,-,-,-,-,-,-,0
"James, Mike",TB,11,0,0.0,0,-,0,0,-,-,-,-,-,-,-,-,-,0
"Masifilo, Matthew",TB,1,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Means, Steven",TB,1,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Melvin, Rashaan",BAL,3,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Remmers, Mike",CAR,5,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Spence, Akeem",TB,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Amerson, David",WSH,15,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Compton, Tom",WSH,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Compton, Will",WSH,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Minnifield, Chase",WSH,7,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Nixon, Xavier",IND,4,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Rambo, Bacarri",[],6,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Reed, Jordan",WSH,11,0,0.0,0,-,-,0,-,-,-,-,-,-,-,-,-,0
"Thomas, Phillip",WSH,8,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Folkerts, Brian",CAR,16,0,0.0,0,-,-,-,-,-,-,0,0,0,-,-,-,0
"Horton, Wes",CAR,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Klein, A.J.",CAR,14,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Lester, Robert",CAR,1,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Lotulelei, Star",CAR,14,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Poole, Tauren",CAR,1,0,0.0,0,-,0,-,-,-,-,-,-,-,-,-,-,0
"Short, Kawann",CAR,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Walker, Casey",[],6,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"White, Melvin",CAR,15,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Williams, Brandon",CAR,14,0,0.0,0,-,-,0,-,-,-,0,0,0,-,-,-,0
"Barnes, T.J.",NYJ,6,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Brackett, Brett",[],8,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Burley, Marcus",SEA,13,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Cyprien, Johnathan",JAX,15,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Evans, Josh",JAX,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Harris, Jeremy",JAX,6,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Joeckel, Luke",JAX,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Jones, Abry",JAX,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Knox, Kyle",NO,12,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"McCray, Demetrius",JAX,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Reynolds, LaRoy",JAX,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Sanders, Ace",JAX,12,0,0.0,0,-,-,0,-,-,-,0,0,0,-,-,-,0
"Terrell, Steven",SEA,4,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Tinker, Carson",JAX,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Brown, Arthur",BAL,4,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
